Date_Time,Day_of_Week,Object_1,Object_2,Street_Number,Street_Name,Cross_Street,Near_Street,Location,May_involve_cyclist,May_Involve_Pedestrian,Manner_of_Collision,First_Harmful_Event_Location,First_Harmful_Event,Ambient_Light,Weather_Condition_1,Weather_Condition_2,Traffic_Control_Device_Type,Traffic_Control_Device_Functionality,Road_Surface_Condition,Roadway_Junction_Type,Trafficway_Description,School_Bus_Related,Work_Zone,Speed_Limit,Street_or_Intersection,Intersection_Name_1,Intersection_Direction_1,Intersection_Name_2,Intersection_Direction_2,Intersection_Name_3,Intersection_Direction_3,Street_Direction,Nearest_Intersection_Distance,Nearest_Intersection_Direction,Landmark_Distance,Landmark_Direction,Landmark,Mile_Marker_Direction,Non_Public_Area,Road_Contributing,Damaged_Property_Type,Description_of_Damaged_Property,V1_Registration_Type,v1_State_Code,V1_Configuration,V1_Emergency_Response,V1_Moped,V1_Hit_and_Run,V1_Action_Prior_to_Crash,V1_Model_Year,V1_Most_Harmful_Event,V1_Model,V1_Make,V1_Occupant_Count,V1_Underride_Override,V1_First_Event,V1_Second_Event,V1_Third_Event,V1_Fourth_Event,V1_Most_Damaged_Area,V1_Second_Damaged_Area,V1_Third_Damaged_Area,V1_Towed,V1_Travel_Direction,V1_Interstate,V1_Cargo_Body_Type,V1_Gross_Weight,V1_Haz_Placard,V1_Haz_Release,V1_Trailer_Reg_Type,V1_Trailer_Reg_Plate,V1_Trailer_Reg_State,V1_Trailer_Reg_Year,V1_Trailer_Len,V1_Driver_Contribution,V1_Driver_Contribution_2,V1_Is_Truck,V1_Has_Trailer,V1_Is_Bus,V1_Is_Hazmat,V1_Reg_Year,V1_Driver_Distracted,V1_Bus_Use,V1_Tow_Use,V2_Registration_Type,V2_State_Code,V2_Configuration,V2_Emergency_Response,V2_Moped,V2_Hit_and_Run,V2_Action_Prior_to_Crash,V2_Model_Year,V2_Most_Harmful_Event,V2_Model,V2_Make,V2_Occupant_Count,V2_Underride_Override,V2_First_Event,V2_Second_Event,V2_Third_Event,V2_Fourth_Event,V2_Most_Damaged_Area,V2_Second_Damaged_Area,V2_Third_Damaged_Area,V2_Towed,V2_Travel_Direction,V2_Interstate,V2_Cargo_Body_Type,V2_Gross_Weight,V2_Haz_Placard,V2_Haz_Release,V2_Trailer_Reg_Type,V2_Trailer_Reg_Plate,V2_Trailer_Reg_State,V2_Trailer_Reg_Year,V2_Trailer_Len,V2_Driver_Contribution,V2_Driver_Contribution_2,V2_Is_Truck,V2_Has_Trailer,V2_Is_Bus,V2_Is_Hazmat,V2_Reg_Year,V2_Driver_Distracted,V2_Bus_Use,V2_Tow_Use,P1_Role,P1_Injury,P1_Drivers_Lic_State,P1_Drivers_Lic_Class_1,P1_Drivers_Lic_Class_2,P1_Drivers_Lic_Restrict,P1_Non_Motorist_Desc,P1_Non_Motorist_Action,P1_Non_Motorist_Location,P1_Safety_Equipment,P1_Age,P1_Sex,P1_Seat_Position,P1_Safety_System,P1_Trapped,P1_Veh_Owner,P2_Role,P2_Injury,P2_Drivers_Lic_State,P2_Drivers_Lic_Class_1,P2_Drivers_Lic_Class_2,P2_Drivers_Lic_Restrict,P2_Non_Motorist_Desc,P2_Non_Motorist_Action,P2_Non_Motorist_Location,P2_Safety_Equipment,P2_Age,P2_Sex,P2_Seat_Position,P2_Safety_System,P2_Trapped,P2_Veh_Owner,Latitude,Longitude,Date
08/25/2023 12:33:00 AM,Friday,PASSENGER CAR ,PASSENGER CAR ,,WINSDOR ,EVERETEZE WAY ,,"WINSDOR
Cambridge, MA
(42.365123593, -71.096148075)",,,ANGLE ,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DARK - LIGHTED ROADWAY,CLEAR ,,STOP SIGNS,YES ,WET ,T-INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,WINSDOR ,SOUTHBOUND,EVERETEZE WAY ,WESTBOUND ,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,Y,TRAVELING STRAIGHT AHEAD,2015,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,RAV4,TOYOTA,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH CURB ,,,LEFT REAR ,,,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,PAN ,MA,PASSENGER CAR ,N,,Y,TRAVELING STRAIGHT AHEAD,2023,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CIVIC ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,UNKNOWN ,,,N,WESTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,,,,,,,,,,,,,,,,,,42.365123593000000,-71.096148075000002,8/25/2023 0:33:00
08/27/2023 05:54:00 PM,Sunday,PASSENGER CAR ,,,MASSACHUSETTS AVENUE,RINDGE AVENUE ,,"MASSACHUSETTS AVENUE
Cambridge, MA
(42.393562695, -71.125923831)",1.000000000000000,,ANGLE ,ROADWAY ,COLLISION WITH PEDALCYCLE ,DAYLIGHT,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER ",NO,NO,25,INTERSECTION,MASSACHUSETTS AVENUE,EASTBOUND ,RINDGE AVENUE ,SOUTHBOUND,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TURNING LEFT,2023,COLLISION WITH PEDALCYCLE ,IONIQ 5 ,HYUNDAI ,1.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,NONE,,,N,SOUTHBOUND,,,,,,,,,,,VISIBILITY OBSTRUCTED ,NO IMPROPER DRIVING ,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,Y,NON-MOTORIST,POSSIBLE INJURY ,,,,,CYCLIST ,"WALKING, RUNNING OR CYCLING ",IN ROADWAY,NONE USED ,,FEMALE,,,,,42.393562695000000,-71.125923830999994,8/27/2023 17:54:00
08/21/2023 04:29:00 PM,Monday,PASSENGER CAR ,,955,MASSACHUSETTS AVE ,,MASSACHUSETTS AVE AND BAY ST,"955 MASSACHUSETTS AVE
Cambridge, MA
(42.369133389, -71.1099082)",1.000000000000000,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PEDALCYCLE ,DAYLIGHT,CLEAR ,CLEAR ,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,EASTBOUND ,,,,EASTBOUND ,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2018,COLLISION WITH PEDALCYCLE ,CAMRY ,TOYOTA,3.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,RIGHT SIDE,,,N,EASTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,UNKNOWN ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,NON-MOTORIST,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,,CYCLIST ,APPROACHING OR LEAVING VEHICLE,SHOULDER,UNKNOWN ,,MALE,,,,,42.369133388999998,-71.109908200000007,8/21/2023 16:29:00
08/31/2023 10:37:00 PM,Thursday,PASSENGER CAR ,OTHER ,,HARVARD STREET,,WINDSOR STREET,,,,ANGLE ,ROADWAY ,COLLISION WITH OTHER MOVABLE OBJECT ,DUSK,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,20,NON INTERSECTION,,,,,,,WESTBOUND ,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2010,COLLISION WITH OTHER MOVABLE OBJECT ,CIVIC ,HOND,1.000000000000000,,COLLISION WITH OTHER MOVABLE OBJECT ,,,,CENTER FRONT,,,N,WESTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,MVN ,MA,OTHER ,N,,,OTHER ,UNK ,COLLISION WITH OTHER MOVABLE OBJECT ,BOOM,REVOLUTION,1.000000000000000,,COLLISION WITH OTHER MOVABLE OBJECT ,,,,CENTER FRONT,,,N,WESTBOUND ,,,,,,,,,,,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, ",,,,,,,UNKNOWN ,,YES OTHER REASON NOT DISABLED ,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,UNKNOWN ,,UNKNOWN ,,,,,,MALE,,,,,,,8/31/2023 22:37:00
08/30/2023 02:11:00 PM,Wednesday,PASSENGER CAR ,,1174,MASSACHUSETTS AVENUE,,,"1174 MASSACHUSETTS AVENUE
Cambridge, MA
(42.37136725, -71.114843633)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,RAIN,RAIN,NO CONTROLS ,NO,WET ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,,,NORTHBOUND,HARVARD SQUARE,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2019,COLLISION WITH PARKED MOTOR VEHICLE ,RX350 ,LEXUS ,0.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,COLLISION WITH PARKED MOTOR VEHICLE ,COLLISION WITH PARKED MOTOR VEHICLE ,COLLISION WITH PARKED MOTOR VEHICLE ,LEFT FRONT,LEFT FRONT,LEFT FRONT,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,NO IMPROPER DRIVING ,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",NONE,,,,,48.000000000000000,FEMALE,UNKNOWN ,NONE USED - VEHICLE OCCUPANT,NOT TRAPPED ,Y,,,,,,,,,,,,,,,,,42.371367249999999,-71.114843633000007,8/30/2023 14:11:00
08/23/2023 03:20:00 PM,Wednesday,PASSENGER CAR ,,,MT. AUBURN ST ,JFK ST,,"MT AUBURN ST
Cambridge, MA
(42.374478242, -71.126908905)",,1.000000000000000,SINGLE VEHICLE CRASH,ROADWAY ,COLLISION WITH PEDESTRIAN ,DAYLIGHT,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,FOUR WAY INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MT. AUBURN ST ,EASTBOUND ,JFK ST,NORTHBOUND,,,,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,TRAVELING STRAIGHT AHEAD,UNK ,COLLISION WITH PEDESTRIAN ,UNK ,HONDA ,1.000000000000000,,COLLISION WITH PEDESTRIAN ,,,,CENTER FRONT,,,N,EASTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-MOTORIST,SUSPECTED MINOR INJURY,MASSACHUSETTS ,,,,PEDESTRIAN,,,,51.000000000000000,MALE,,,,,NON-MOTORIST,SUSPECTED MINOR INJURY,MASSACHUSETTS ,,,,PEDESTRIAN,,,,58.000000000000000,MALE,,,,,42.374478242000002,-71.126908904999993,8/23/2023 15:20:00
08/06/2023 04:20:00 PM,Sunday,PASSENGER CAR ,,,24 JOHN F. KENNEDY STREET ,,MASSACHUSETTS AVE ,"24 JOHN F KENNEDY STREET
Cambridge, MA
(42.372909771, -71.119529703)",,,ANGLE ,ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,NO,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,20,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,Y,UNKNOWN ,2016,COLLISION WITH PARKED MOTOR VEHICLE ,4RUNNER ,TOYT,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,UNKNOWN ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,NO,PAN ,MA,,N,,Y,PARKED,2021,COLLISION WITH OTHER MOVABLE OBJECT ,RAV4,TOYT,0.000000000000000,,COLLISION WITH OTHER MOVABLE OBJECT ,,,,LEFT REAR ,,,N,EASTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,OPERATOR/DRIVER ,UNKNOWN ,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,FEMALE,,,,,UNINVOLVED OWNER,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,,,,Y,42.372909771000003,-71.119529702999998,8/6/2023 16:20:00
08/17/2023 07:30:00 PM,Thursday,PASSENGER CAR ,PASSENGER CAR ,330,MT AUBURN STREET,,,"330 MT AUBURN STREET
Cambridge, MA
(42.373903069, -71.134238351)",,,"SIDESWIPE, SAME DIRECTION ",UNKNOWN ,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,UNKNOWN ,,NO CONTROLS ,,UNKNOWN ,NOT AT INTERSECTION ,UNKNOWN ,NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2018,COLLISION WITH PARKED MOTOR VEHICLE ,HRV ,HONDA ,0.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,LEFT SIDE ,,,N,UNKNOWN ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,PAN ,MA,PASSENGER CAR ,N,,Y,UNKNOWN ,2013,COLLISION WITH PARKED MOTOR VEHICLE ,E350W4,MERCEDES,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,UNKNOWN ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,FEMALE,,,,Y,OPERATOR/DRIVER ,UNKNOWN ,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,42.373903069000001,-71.134238350999993,8/17/2023 19:30:00
08/31/2023 04:32:00 PM,Thursday,PASSENGER CAR ,PASSENGER CAR ,,KIRKLAND STREET ,KIRKLAND STREET ,,"KIRKLAND STREET
Cambridge, MA
(42.377493275, -71.110080806)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,FOUR WAY INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,KIRKLAND STREET ,WESTBOUND ,KIRKLAND STREET ,WESTBOUND ,QUINCY STREET ,NORTHBOUND,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2015,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COROLL,TOYT,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT SIDE ,LEFT FRONT,,Y,WESTBOUND ,,,,,,,,,,,GLARE ,,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,PAN ,MA,PASSENGER CAR ,N,,,SLOWING OR STOPPED IN TRAFFIC ,2015,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CIVIC ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,RIGHT SIDE,RIGHT REAR,Y,WESTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,42.377493274999999,-71.110080805999999,8/31/2023 16:32:00
08/15/2023 08:44:00 AM,Tuesday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",PASSENGER CAR ,,RAYMOND ST,HUBBARD AVE ,,"RAYMOND ST
Cambridge, MA
(42.386202773, -71.126852374)",,,"SIDESWIPE, OPPOSITE DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,RAIN,CLOUDY,NO CONTROLS ,,WET ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,RAYMOND ST,WESTBOUND ,HUBBARD AVE ,NORTHBOUND,,,,,,,,,,,NONE,,,CON ,MO,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",N,,,BACKING ,2023,COLLISION WITH PARKED MOTOR VEHICLE ,TK,WSTR,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,NONE,,,N,WESTBOUND ,,,,,,,,,,,OTHER IMPROPER ACTION ,,Y,,,,,UNKNOWN ,NOT A BUS ,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2007,COLLISION WITH PARKED MOTOR VEHICLE ,LUCERN,BUICK ,,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,LEFT SIDE ,,,N,,,,,,,,,,,,,,,,,,,,,NO,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"A, CLASS A VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",,,,UNINVOLVED OWNER,,,,,,,,,,,UNKNOWN ,,,,Y,42.386202773000001,-71.126852373999995,8/15/2023 8:44:00
08/28/2023 09:12:00 AM,Monday,PASSENGER CAR ,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",23,EDMUNDS ST,,,"23 EDMUNDS ST
Cambridge, MA
(42.398356307, -71.132618883)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,20,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2015,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,IMPREZA ,SUBARU,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT REAR ,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,MVN ,MA,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",N,,,BACKING ,2019,COLLISION WITH PARKED MOTOR VEHICLE ,50000 ,INTL,2.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,NORTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,Y,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"B, CLASS B VEHICLES ",,CORRECTIVE LENSES ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,42.398356307000000,-71.132618883000006,8/28/2023 9:12:00
08/04/2023 10:37:00 AM,Friday,PASSENGER CAR ,,,WALDEN ST ,MASS AVE,,"WALDEN ST
Cambridge, MA
(42.384478453, -71.133391991)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,CLEAR ,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,WALDEN ST ,NORTHBOUND,MASS AVE,EASTBOUND ,,,,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,SLOWING OR STOPPED IN TRAFFIC ,2021,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,ACCENT,HYUNDAI ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT SIDE,RIGHT REAR,NONE,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,OTHER IMPROPER ACTION ,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",NONE,,,,,,FEMALE,,,,Y,,,,,,,,,,,,,,,,,42.384478453000000,-71.133391990999996,8/4/2023 10:37:00
08/24/2023 07:55:00 AM,Thursday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",PASSENGER CAR ,12,BERKSHIRE PLACE ,,BERKSHIRE STREET,"12 BERKSHIRE PLACE
Cambridge, MA
(42.368374659, -71.091439515)",,,"SIDESWIPE, OPPOSITE DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND ,,NORTHBOUND,,,,,,NONE,,,MVN ,MA,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",N,,,BACKING ,2020,COLLISION WITH PARKED MOTOR VEHICLE ,HV607 ,INTL,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,NONE,,,N,WESTBOUND ,,,,,,,,,,,OTHER IMPROPER ACTION ,,,,,,,UNKNOWN ,,NO,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2022,COLLISION WITH PARKED MOTOR VEHICLE ,OUTBACK ,SUBA,,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,LEFT REAR ,,,N,,,,,,,,,,,,,,,,,,,,,NO,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"A, CLASS A VEHICLES ",,EXCEPT CLASS A BUS,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",,,,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y,42.368374658999997,-71.091439515000005,8/24/2023 7:55:00
08/01/2023 06:52:00 PM,Tuesday,PASSENGER CAR ,,139,PUTNAM AVE,,,"139 PUTNAM AVE
Cambridge, MA
(42.365986026, -71.113761529)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,CLEAR ,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,NONE,,,PAN ,GA,PASSENGER CAR ,N,,Y,PARKED,2021,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,ALTIMA,NISSAN,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT REAR ,LEFT SIDE ,LEFT FRONT,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y,UNINVOLVED OWNER,,GEORGIA ,,,,,,,,,MALE,,,,,42.365986026000002,-71.113761529000001,8/1/2023 18:52:00
08/12/2023 12:53:00 PM,Saturday,PASSENGER CAR ,,215,MONSIGNOR O'BRIAN HIGHWAY ,,,"215 MONSIGNOR O'BRIAN HIGHWAY
Cambridge, MA
(42.372794436, -71.079652799)",,,UNKNOWN ,ROADWAY ,OTHER ,DAYLIGHT,CLEAR ,CLEAR ,NO CONTROLS ,NO,DRY ,NOT AT INTERSECTION ,UNKNOWN ,NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,NONE,,,PAN ,MI,PASSENGER CAR ,N,,Y,PARKED,2024,OTHER ,X7,BMW ,,,OTHER ,,,,RIGHT REAR,NONE,NONE,N,UNKNOWN ,,,,,,,,,,,NO IMPROPER DRIVING ,OTHER IMPROPER ACTION ,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,,,,,,,,,,FEMALE,,,,Y,UNINVOLVED OWNER,,,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",UNKNOWN ,,,,,,MALE,,,,Y,42.372794436000000,-71.079652799000002,8/12/2023 12:53:00
